Date,Platform,Post Type,Post Content,Hashtags,Likes,Comments,Shares,Follows,Reach
2026-05-28,LinkedIn,Link,Customer Testimonial,#news,117,67,76,27,2014
2026-05-29,YouTube,Story,Event Promo,#news,445,54,28,38,3645
2026-05-30,Instagram,Image,Behind the Scenes,#event,169,72,73,10,5882
2026-05-31,Twitter,Video,Behind the Scenes,#tutorial,645,91,23,14,3567
2026-06-01,LinkedIn,Link,Tutorial,#tutorial,294,164,63,13,1943
2026-06-02,Twitter,Video,Industry News,#update,937,156,18,46,8644
2026-06-03,Twitter,Link,Event Promo,#launch,78,173,58,4,5132
2026-06-04,Facebook,Video,Industry News,#behindthescenes,459,132,82,33,2221
2026-06-05,Facebook,Text,Product Launch,#testimonial,822,170,80,6,6159
2026-06-06,Facebook,Video,Product Launch,#event,448,117,56,32,4105
2026-06-07,YouTube,Story,Behind the Scenes,#behindthescenes,646,107,52,21,5801
2026-06-08,LinkedIn,Text,Event Promo,#event,185,36,67,38,3251
2026-06-09,LinkedIn,Image,Industry News,#tutorial,256,112,46,34,4769
2026-06-10,Facebook,Text,Behind the Scenes,#news,624,73,7,24,6530
2026-06-11,Instagram,Video,Event Promo,#testimonial,224,96,51,42,9563
2026-06-12,Twitter,Video,Event Promo,#update,867,26,33,30,7070
2026-06-13,Instagram,Image,Product Launch,#tutorial,882,157,43,28,5229
2026-06-14,Instagram,Link,Event Promo,#behindthescenes,359,135,49,23,3063
2026-06-15,LinkedIn,Video,Product Update,#tutorial,250,21,31,29,2085
2026-06-16,LinkedIn,Text,Industry News,#event,916,138,59,23,5604
2026-06-17,YouTube,Link,Product Update,#event,507,133,82,42,2819
2026-06-18,LinkedIn,Link,Industry News,#behindthescenes,517,117,65,14,7496
2026-06-19,Instagram,Text,Event Promo,#launch,153,45,16,32,4458
2026-06-20,YouTube,Text,Tutorial,#event,703,181,86,36,4541
2026-06-21,LinkedIn,Video,Product Launch,#news,713,32,40,28,8598
2026-06-22,LinkedIn,Image,Event Promo,#event,722,110,8,47,4413
2026-06-23,YouTube,Image,Product Update,#launch,354,107,57,28,2386
2026-06-24,LinkedIn,Video,Product Launch,#tutorial,255,6,59,24,7778
2026-06-25,Twitter,Image,Behind the Scenes,#news,626,50,57,6,9094
2026-06-26,Facebook,Story,Tutorial,#launch,843,182,47,40,8558
2026-06-27,Instagram,Text,Customer Testimonial,#behindthescenes,843,179,69,23,8144
2026-06-28,Twitter,Video,Behind the Scenes,#update,235,148,90,40,3564
2026-06-29,YouTube,Text,Event Promo,#news,229,27,19,11,7188
2026-06-30,Facebook,Image,Behind the Scenes,#behindthescenes,216,10,53,21,8793
2026-07-01,LinkedIn,Link,Behind the Scenes,#testimonial,629,67,90,43,9073
2026-07-02,Facebook,Image,Product Launch,#testimonial,952,193,25,14,9568
2026-07-03,Instagram,Text,Product Launch,#event,384,52,31,8,6230
2026-07-04,Instagram,Story,Behind the Scenes,#behindthescenes,899,15,36,30,1869
2026-07-05,YouTube,Link,Behind the Scenes,#testimonial,545,123,38,19,4395
2026-07-06,Facebook,Link,Product Launch,#tutorial,706,195,4,16,6094
2026-07-07,Instagram,Text,Event Promo,#news,979,171,30,21,3271
2026-07-08,Instagram,Image,Tutorial,#behindthescenes,638,24,22,33,2421
2026-07-09,Twitter,Video,Product Launch,#event,838,142,92,22,6347
2026-07-10,YouTube,Story,Product Launch,#tutorial,399,48,49,26,3127
2026-07-11,YouTube,Video,Product Update,#tutorial,153,68,64,6,1735
2026-07-12,Twitter,Link,Product Launch,#update,463,121,97,43,5267
2026-07-13,YouTube,Story,Product Update,#launch,664,142,35,48,8985
2026-07-14,LinkedIn,Image,Industry News,#update,110,79,10,37,3559
2026-07-15,LinkedIn,Video,Event Promo,#tutorial,324,111,62,44,7430
2026-07-16,Twitter,Video,Industry News,#update,888,198,28,31,8142
2026-07-17,Instagram,Video,Product Launch,#behindthescenes,564,177,59,8,5201
2026-07-18,Twitter,Image,Event Promo,#launch,481,20,56,49,9600
2026-07-19,Facebook,Link,Event Promo,#event,614,183,37,5,8683
2026-07-20,LinkedIn,Link,Product Launch,#testimonial,135,46,45,8,4465
2026-07-21,LinkedIn,Text,Product Update,#update,909,18,72,49,3366
2026-07-22,Instagram,Link,Industry News,#behindthescenes,789,161,78,3,6168
2026-07-23,YouTube,Story,Event Promo,#tutorial,534,117,80,24,1572
2026-07-24,LinkedIn,Text,Behind the Scenes,#behindthescenes,626,101,13,16,4708
2026-07-25,LinkedIn,Link,Product Launch,#update,228,104,44,45,1608
2026-07-26,YouTube,Link,Behind the Scenes,#launch,351,85,31,2,9377
2026-07-27,Facebook,Story,Industry News,#launch,975,33,45,21,2991
2026-07-28,Facebook,Image,Tutorial,#news,170,33,27,25,6683
2026-07-29,YouTube,Story,Industry News,#testimonial,472,90,27,9,9704
2026-07-30,Twitter,Video,Product Launch,#launch,981,29,18,4,5149
2026-07-31,LinkedIn,Link,Product Update,#testimonial,105,101,58,31,4623
2026-08-01,YouTube,Story,Customer Testimonial,#event,339,137,30,43,4887
2026-08-02,Twitter,Text,Industry News,#testimonial,446,125,72,34,6570
2026-08-03,Facebook,Link,Product Launch,#launch,573,198,52,20,5412
2026-08-04,LinkedIn,Text,Product Launch,#event,967,44,36,15,7063
2026-08-05,YouTube,Story,Behind the Scenes,#launch,308,68,56,11,4061
2026-08-06,Twitter,Video,Tutorial,#update,139,63,28,3,9643
2026-08-07,LinkedIn,Image,Customer Testimonial,#testimonial,323,145,49,43,9440
2026-08-08,Facebook,Image,Product Update,#news,391,78,67,1,7207
2026-08-09,Instagram,Video,Product Update,#event,344,110,94,27,3120
2026-08-10,Facebook,Text,Behind the Scenes,#launch,769,31,40,10,8606
2026-08-11,LinkedIn,Link,Product Update,#news,310,13,58,22,2664
2026-08-12,Instagram,Image,Product Update,#launch,112,40,51,17,5282
2026-08-13,LinkedIn,Link,Industry News,#launch,400,16,18,42,4126
2026-08-14,LinkedIn,Video,Industry News,#event,273,161,37,8,6718
2026-08-15,Instagram,Text,Event Promo,#launch,617,176,61,5,3954
2026-08-16,YouTube,Video,Customer Testimonial,#tutorial,593,169,58,38,5439
2026-08-17,Facebook,Video,Product Update,#behindthescenes,425,118,14,32,4800
2026-08-18,Facebook,Text,Product Launch,#update,705,111,6,11,6478
2026-08-19,Instagram,Story,Event Promo,#update,176,107,25,44,5261
2026-08-20,YouTube,Image,Event Promo,#update,384,39,20,8,5034
2026-08-21,Twitter,Text,Behind the Scenes,#testimonial,915,94,36,12,6272
2026-08-22,YouTube,Video,Industry News,#testimonial,276,10,34,48,1026
2026-08-23,YouTube,Text,Product Update,#tutorial,814,116,54,49,7848
2026-08-24,YouTube,Video,Product Launch,#update,291,172,40,3,4005
2026-08-25,LinkedIn,Video,Product Launch,#launch,463,102,55,6,6690
2026-08-26,Facebook,Link,Event Promo,#launch,149,141,76,45,8133
2026-08-27,Twitter,Text,Product Update,#testimonial,402,157,42,41,1313
2026-08-28,Twitter,Image,Behind the Scenes,#testimonial,889,64,80,17,7834
2026-08-29,Facebook,Video,Event Promo,#update,151,181,58,16,4413
2026-08-30,LinkedIn,Image,Customer Testimonial,#launch,750,161,50,11,6521
2026-08-31,Facebook,Story,Product Update,#news,767,24,90,18,6972
2026-09-01,Facebook,Image,Event Promo,#behindthescenes,73,61,13,12,4320
2026-09-02,LinkedIn,Image,Customer Testimonial,#news,725,27,29,28,5846
2026-09-03,YouTube,Text,Tutorial,#testimonial,829,124,90,38,4043
2026-09-04,Instagram,Story,Product Update,#tutorial,61,127,6,18,7628
2026-09-05,Instagram,Link,Product Launch,#event,50,53,25,12,6242
2026-09-06,Facebook,Video,Behind the Scenes,#update,228,47,21,23,1366
2026-09-07,Instagram,Story,Customer Testimonial,#launch,804,146,38,21,5232
2026-09-08,Twitter,Image,Tutorial,#event,362,92,18,40,7109
2026-09-09,Twitter,Link,Product Update,#behindthescenes,306,20,83,39,2351
2026-09-10,YouTube,Video,Product Launch,#news,596,47,58,34,4811
2026-09-11,Instagram,Link,Behind the Scenes,#update,324,8,87,2,2988
2026-09-12,Twitter,Story,Behind the Scenes,#tutorial,235,44,53,24,4849
2026-09-13,Twitter,Text,Product Update,#event,543,164,52,37,2423
2026-09-14,Facebook,Image,Customer Testimonial,#behindthescenes,812,169,2,5,3727
2026-09-15,Instagram,Link,Industry News,#behindthescenes,55,82,90,2,1716
2026-09-16,YouTube,Image,Industry News,#tutorial,618,184,11,12,8580
2026-09-17,LinkedIn,Video,Product Update,#event,244,121,17,35,4907
2026-09-18,YouTube,Text,Tutorial,#update,334,149,32,33,5961
2026-09-19,LinkedIn,Video,Industry News,#launch,686,24,35,41,8416
2026-09-20,Facebook,Text,Industry News,#launch,596,17,46,5,8491
2026-09-21,LinkedIn,Video,Industry News,#news,729,69,64,5,8617
2026-09-22,Twitter,Link,Tutorial,#testimonial,917,129,56,5,6530
2026-09-23,YouTube,Image,Product Update,#news,289,103,35,46,1145
2026-09-24,Twitter,Text,Product Update,#event,559,47,55,11,6141
2026-09-25,Twitter,Video,Behind the Scenes,#news,282,7,22,36,4885
2026-09-26,YouTube,Image,Industry News,#update,260,103,28,9,9525
2026-09-27,Twitter,Link,Product Launch,#event,853,108,83,5,9102
2026-09-28,Instagram,Text,Industry News,#launch,843,77,56,2,1194
2026-09-29,LinkedIn,Video,Product Update,#event,623,78,61,17,4226
2026-09-30,Twitter,Text,Customer Testimonial,#tutorial,399,74,13,33,2222
2026-10-01,YouTube,Text,Industry News,#update,655,123,6,9,8813
2026-10-02,YouTube,Video,Tutorial,#behindthescenes,869,91,80,19,3607
2026-10-03,Instagram,Video,Product Launch,#behindthescenes,888,165,71,36,8307
2026-10-04,Facebook,Video,Behind the Scenes,#update,477,48,16,15,7947
2026-10-05,Instagram,Video,Industry News,#update,435,125,79,21,2226
2026-10-06,Facebook,Text,Customer Testimonial,#testimonial,260,163,11,17,8274
2026-10-07,Twitter,Image,Event Promo,#testimonial,188,188,2,27,8205
2026-10-08,Instagram,Video,Customer Testimonial,#news,316,33,81,49,4617
2026-10-09,Facebook,Text,Tutorial,#news,461,50,11,10,2342
2026-10-10,LinkedIn,Text,Product Launch,#news,755,98,4,33,4491
2026-10-11,LinkedIn,Link,Customer Testimonial,#event,489,125,34,37,9685
2026-10-12,Facebook,Story,Event Promo,#launch,969,168,74,18,2104
2026-10-13,Twitter,Link,Customer Testimonial,#event,946,33,34,47,7887
2026-10-14,YouTube,Image,Customer Testimonial,#tutorial,328,28,17,41,8622
2026-10-15,Facebook,Link,Tutorial,#launch,654,55,75,41,3629
2026-10-16,Instagram,Link,Event Promo,#tutorial,594,31,56,0,1854
2026-10-17,Instagram,Text,Customer Testimonial,#testimonial,501,181,43,21,6803
2026-10-18,Facebook,Text,Behind the Scenes,#launch,231,57,2,46,3022
2026-10-19,YouTube,Text,Tutorial,#testimonial,634,117,72,43,1436
2026-10-20,Facebook,Text,Tutorial,#event,701,86,13,42,8948
2026-10-21,Twitter,Video,Tutorial,#testimonial,305,71,36,48,6560
2026-10-22,LinkedIn,Image,Industry News,#launch,400,189,95,27,7717
2026-10-23,Instagram,Story,Tutorial,#news,686,116,12,36,5798
2026-10-24,Instagram,Video,Product Update,#event,404,159,51,1,7449
2026-10-25,LinkedIn,Video,Tutorial,#testimonial,531,176,20,32,7606
2026-10-26,Facebook,Story,Product Launch,#event,719,11,27,44,7448
2026-10-27,LinkedIn,Video,Industry News,#behindthescenes,923,186,68,23,9343
2026-10-28,YouTube,Video,Customer Testimonial,#launch,579,118,18,13,6134
2026-10-29,Facebook,Text,Customer Testimonial,#news,147,193,12,41,3290
2026-10-30,LinkedIn,Link,Behind the Scenes,#update,290,16,19,3,5044
2026-10-31,Facebook,Video,Product Launch,#update,218,42,90,47,6738
2026-11-01,Instagram,Link,Industry News,#tutorial,532,139,90,47,6550
2026-11-02,Twitter,Video,Product Update,#update,394,134,53,33,5515
2026-11-03,LinkedIn,Video,Behind the Scenes,#update,428,90,94,46,2804
2026-11-04,Facebook,Image,Behind the Scenes,#event,374,128,9,28,9884
2026-11-05,YouTube,Video,Product Update,#testimonial,55,102,58,27,7104
2026-11-06,Instagram,Story,Industry News,#event,73,21,98,21,9028
2026-11-07,Twitter,Story,Tutorial,#news,336,142,77,6,3097
2026-11-08,LinkedIn,Image,Industry News,#launch,411,8,13,13,2360
2026-11-09,Instagram,Link,Industry News,#news,399,159,78,48,8393
2026-11-10,YouTube,Text,Industry News,#update,576,19,35,35,4381
2026-11-11,Twitter,Video,Product Launch,#tutorial,938,153,44,44,7940
2026-11-12,Twitter,Video,Behind the Scenes,#launch,464,144,50,49,8438
2026-11-13,Twitter,Video,Event Promo,#update,710,159,43,10,3863
2026-11-14,LinkedIn,Image,Product Update,#event,132,165,6,11,2587
2026-11-15,Twitter,Link,Industry News,#update,487,113,48,27,4014
2026-11-16,Instagram,Link,Customer Testimonial,#news,712,147,49,22,8482
2026-11-17,Twitter,Story,Behind the Scenes,#tutorial,716,35,25,12,3080
2026-11-18,Twitter,Story,Event Promo,#behindthescenes,647,184,41,17,2324
2026-11-19,YouTube,Text,Behind the Scenes,#testimonial,489,142,24,30,9217
2026-11-20,YouTube,Image,Event Promo,#tutorial,267,164,57,44,3796
2026-11-21,Twitter,Text,Behind the Scenes,#event,526,84,26,41,5277
2026-11-22,LinkedIn,Link,Product Launch,#tutorial,626,75,17,24,6019
2026-11-23,Instagram,Text,Product Update,#update,633,41,23,36,5907
2026-11-24,Twitter,Text,Tutorial,#tutorial,599,107,66,31,5611
2026-11-25,Instagram,Link,Event Promo,#behindthescenes,481,199,44,6,3846
2026-11-26,Facebook,Text,Product Launch,#tutorial,366,71,22,26,8342
2026-11-27,Twitter,Video,Event Promo,#event,400,35,69,9,7352
2026-11-28,YouTube,Link,Tutorial,#launch,937,156,42,20,2278
2026-11-29,LinkedIn,Link,Tutorial,#news,364,127,81,40,3561
2026-11-30,Twitter,Text,Event Promo,#news,582,198,43,0,2743
2026-12-01,Instagram,Text,Industry News,#update,633,137,69,17,7712
2026-12-02,YouTube,Story,Event Promo,#behindthescenes,404,74,22,45,6288
2026-12-03,YouTube,Video,Product Launch,#news,914,180,46,6,8941
2026-12-04,LinkedIn,Video,Product Launch,#behindthescenes,194,183,54,15,2237
2026-12-05,YouTube,Text,Behind the Scenes,#update,359,25,27,34,1970
2026-12-06,LinkedIn,Link,Product Update,#launch,488,27,42,31,2643
2026-12-07,Twitter,Link,Customer Testimonial,#launch,691,28,84,41,7000
2026-12-08,LinkedIn,Link,Industry News,#tutorial,141,51,24,43,5482
2026-12-09,YouTube,Video,Behind the Scenes,#update,208,81,66,37,2607
2026-12-10,YouTube,Image,Behind the Scenes,#tutorial,756,51,53,24,8315
2026-12-11,LinkedIn,Text,Event Promo,#news,69,63,75,12,9590
2026-12-12,Twitter,Video,Product Launch,#behindthescenes,441,131,75,2,4760
2026-12-13,Facebook,Link,Customer Testimonial,#behindthescenes,381,117,45,30,4911
2026-12-14,LinkedIn,Link,Customer Testimonial,#launch,987,129,20,28,2355
2026-12-15,Instagram,Image,Industry News,#testimonial,936,148,40,49,4358
2026-12-16,Instagram,Video,Behind the Scenes,#update,300,184,44,27,7422
2026-12-17,Instagram,Video,Customer Testimonial,#update,199,48,20,48,9719
2026-12-18,YouTube,Image,Product Launch,#testimonial,717,65,51,4,6607
2026-12-19,Instagram,Story,Customer Testimonial,#testimonial,983,158,55,29,7160
2026-12-20,YouTube,Text,Product Update,#testimonial,544,152,97,28,4636
2026-12-21,Instagram,Image,Product Update,#behindthescenes,628,49,50,9,9584
2026-12-22,Twitter,Video,Industry News,#behindthescenes,383,178,22,4,7074
2026-12-23,YouTube,Story,Behind the Scenes,#news,696,106,78,5,8900
2026-12-24,Instagram,Link,Behind the Scenes,#update,518,28,51,4,9422
2026-12-25,Twitter,Video,Tutorial,#testimonial,136,145,32,28,2398
2026-12-26,LinkedIn,Text,Tutorial,#launch,262,137,67,20,9244
2026-12-27,Instagram,Text,Tutorial,#event,647,12,87,16,9990
2026-12-28,LinkedIn,Story,Industry News,#tutorial,742,69,58,29,8010
2026-12-29,Facebook,Text,Product Update,#update,98,21,6,31,8833
2026-12-30,Instagram,Video,Industry News,#event,510,147,99,2,1862
2026-12-31,Instagram,Link,Product Launch,#behindthescenes,361,170,77,24,7387
2027-01-01,Facebook,Text,Behind the Scenes,#launch,332,199,93,8,6774
2027-01-02,LinkedIn,Story,Tutorial,#event,957,159,69,2,3270
2027-01-03,Instagram,Video,Behind the Scenes,#tutorial,345,167,17,18,2775
2027-01-04,Twitter,Video,Behind the Scenes,#news,470,112,92,24,2900
2027-01-05,Twitter,Image,Tutorial,#event,329,140,50,31,4734
2027-01-06,Facebook,Image,Event Promo,#testimonial,687,107,2,8,8854
2027-01-07,Twitter,Image,Customer Testimonial,#update,970,103,7,36,4020
2027-01-08,Facebook,Video,Customer Testimonial,#news,632,123,99,4,2808
2027-01-09,Twitter,Video,Product Launch,#testimonial,88,32,66,28,1162
2027-01-10,YouTube,Link,Product Update,#testimonial,504,56,9,38,3527
2027-01-11,Twitter,Text,Product Update,#tutorial,342,194,8,31,1682
2027-01-12,Instagram,Story,Product Launch,#event,971,60,75,49,7365
2027-01-13,YouTube,Video,Event Promo,#behindthescenes,923,130,23,32,8773
2027-01-14,Facebook,Text,Event Promo,#tutorial,67,164,70,20,5679
2027-01-15,Facebook,Image,Tutorial,#tutorial,686,195,48,41,7785
2027-01-16,YouTube,Video,Product Update,#event,236,145,26,17,4493
2027-01-17,YouTube,Text,Behind the Scenes,#launch,490,103,74,12,6252
2027-01-18,Facebook,Story,Product Launch,#update,172,7,39,49,3937
2027-01-19,Facebook,Story,Behind the Scenes,#news,841,154,83,11,9325
2027-01-20,LinkedIn,Story,Tutorial,#news,722,16,62,19,2381
2027-01-21,LinkedIn,Text,Event Promo,#tutorial,935,180,60,36,9580
2027-01-22,Instagram,Video,Event Promo,#testimonial,334,116,63,48,5663
2027-01-23,Facebook,Image,Behind the Scenes,#news,590,178,95,21,8930
2027-01-24,Instagram,Text,Product Update,#behindthescenes,466,38,7,40,6809
2027-01-25,LinkedIn,Video,Event Promo,#tutorial,146,179,21,20,2141
2027-01-26,Twitter,Link,Product Update,#event,283,41,99,17,8667
2027-01-27,Facebook,Video,Behind the Scenes,#update,143,116,7,49,2454
2027-01-28,LinkedIn,Video,Event Promo,#testimonial,538,161,63,37,3369
2027-01-29,Facebook,Story,Tutorial,#update,526,33,39,34,3549
2027-01-30,LinkedIn,Image,Behind the Scenes,#news,538,65,29,5,6799
2027-01-31,Facebook,Story,Tutorial,#testimonial,487,30,54,45,2255
2027-02-01,Facebook,Link,Industry News,#testimonial,832,153,53,14,8665
2027-02-02,Instagram,Image,Product Update,#tutorial,986,180,39,4,9342
2027-02-03,Twitter,Story,Customer Testimonial,#tutorial,152,119,34,20,4118
2027-02-04,Instagram,Image,Product Launch,#launch,825,164,74,31,5369
2027-02-05,Facebook,Text,Industry News,#news,523,144,83,43,8774
2027-02-06,Facebook,Story,Product Update,#testimonial,587,149,22,9,4267
2027-02-07,YouTube,Link,Customer Testimonial,#update,793,118,45,49,6695
2027-02-08,LinkedIn,Video,Event Promo,#launch,313,81,61,3,1434
2027-02-09,Facebook,Image,Product Update,#behindthescenes,963,18,78,14,5122
2027-02-10,Facebook,Image,Product Update,#behindthescenes,538,143,40,49,1717
2027-02-11,LinkedIn,Story,Customer Testimonial,#event,169,61,84,22,2378
2027-02-12,YouTube,Video,Tutorial,#behindthescenes,176,45,52,21,6008
2027-02-13,YouTube,Link,Industry News,#news,565,156,52,12,3031
2027-02-14,Facebook,Text,Event Promo,#update,89,195,2,47,4531
2027-02-15,YouTube,Link,Behind the Scenes,#news,608,65,78,13,1645
2027-02-16,LinkedIn,Text,Behind the Scenes,#launch,217,112,92,30,7464
2027-02-17,LinkedIn,Text,Tutorial,#behindthescenes,232,132,41,36,4362
2027-02-18,Twitter,Image,Customer Testimonial,#behindthescenes,917,165,29,27,2394
2027-02-19,LinkedIn,Link,Tutorial,#update,166,64,10,7,9600
2027-02-20,Facebook,Video,Product Launch,#testimonial,294,45,70,12,9089
2027-02-21,Facebook,Image,Event Promo,#tutorial,221,112,29,6,2936
2027-02-22,LinkedIn,Story,Behind the Scenes,#news,96,175,67,17,2988
2027-02-23,YouTube,Image,Behind the Scenes,#launch,728,43,10,5,9782
2027-02-24,LinkedIn,Story,Event Promo,#behindthescenes,652,33,1,1,2518
2027-02-25,Twitter,Image,Product Update,#event,150,114,34,8,7511
2027-02-26,LinkedIn,Image,Customer Testimonial,#behindthescenes,313,176,7,21,8451
2027-02-27,Facebook,Story,Customer Testimonial,#launch,163,35,21,9,1939
2027-02-28,Instagram,Story,Tutorial,#update,836,190,28,18,5601
2027-03-01,Instagram,Image,Event Promo,#testimonial,68,9,77,24,2092
2027-03-02,LinkedIn,Image,Event Promo,#tutorial,287,88,90,12,6964
2027-03-03,YouTube,Link,Product Launch,#launch,470,192,49,27,5638
2027-03-04,YouTube,Video,Tutorial,#launch,810,112,62,34,7270
2027-03-05,LinkedIn,Text,Behind the Scenes,#behindthescenes,64,67,57,42,3520
2027-03-06,LinkedIn,Image,Behind the Scenes,#behindthescenes,776,33,48,5,6554
2027-03-07,Instagram,Text,Tutorial,#launch,183,62,33,27,7268
2027-03-08,Facebook,Text,Event Promo,#launch,647,156,10,35,7166
2027-03-09,Facebook,Story,Customer Testimonial,#behindthescenes,707,181,5,20,7902
2027-03-10,YouTube,Text,Industry News,#testimonial,312,158,3,22,4999
2027-03-11,Twitter,Story,Customer Testimonial,#news,171,87,17,43,5154
2027-03-12,Instagram,Link,Tutorial,#event,495,51,31,29,7078
2027-03-13,Twitter,Link,Product Update,#behindthescenes,778,137,25,27,2268
2027-03-14,YouTube,Image,Event Promo,#launch,114,168,48,49,1689
2027-03-15,Facebook,Link,Event Promo,#event,570,167,55,29,7248
2027-03-16,Instagram,Video,Tutorial,#news,310,183,90,44,1370
2027-03-17,Instagram,Image,Customer Testimonial,#testimonial,873,190,70,37,7083
2027-03-18,Facebook,Story,Behind the Scenes,#event,508,27,83,16,7830
2027-03-19,Twitter,Text,Tutorial,#update,144,150,19,8,1404
2027-03-20,Instagram,Story,Industry News,#behindthescenes,118,173,63,29,1327
2027-03-21,Facebook,Link,Customer Testimonial,#news,653,47,80,12,1714
2027-03-22,LinkedIn,Link,Product Update,#launch,507,63,97,39,3278
2027-03-23,Twitter,Link,Product Update,#news,793,103,53,41,2627
2027-03-24,Facebook,Link,Customer Testimonial,#testimonial,311,67,36,44,2283
2027-03-25,Facebook,Image,Event Promo,#news,965,197,43,26,2249
2027-03-26,YouTube,Text,Product Update,#event,764,186,36,40,2172
2027-03-27,Twitter,Link,Product Update,#event,224,13,38,17,2507
2027-03-28,Instagram,Text,Event Promo,#behindthescenes,784,147,94,22,9206
2027-03-29,LinkedIn,Text,Product Launch,#behindthescenes,895,89,10,14,2397
2027-03-30,Twitter,Link,Product Update,#news,695,134,75,29,8796
2027-03-31,Instagram,Image,Industry News,#testimonial,291,171,82,15,2371
2027-04-01,Twitter,Link,Tutorial,#tutorial,841,52,48,40,7611
2027-04-02,YouTube,Video,Behind the Scenes,#news,655,21,58,8,1907
2027-04-03,LinkedIn,Link,Event Promo,#tutorial,292,100,99,29,1663
2027-04-04,LinkedIn,Text,Industry News,#update,72,182,48,48,3125
2027-04-05,Facebook,Text,Behind the Scenes,#tutorial,329,54,92,37,4196
2027-04-06,YouTube,Text,Event Promo,#tutorial,208,151,66,42,2017
2027-04-07,Twitter,Story,Product Launch,#event,509,171,14,0,8696
2027-04-08,LinkedIn,Image,Behind the Scenes,#behindthescenes,756,65,67,37,5063
2027-04-09,Facebook,Text,Customer Testimonial,#launch,235,137,99,5,8079
2027-04-10,Twitter,Text,Product Update,#testimonial,221,55,28,30,2811
2027-04-11,Instagram,Story,Product Launch,#launch,896,162,73,28,3845
2027-04-12,Instagram,Text,Product Launch,#launch,441,71,78,2,4236
2027-04-13,Facebook,Story,Product Update,#launch,537,104,30,16,8743
2027-04-14,Twitter,Image,Product Update,#update,471,150,65,48,8837
2027-04-15,Instagram,Link,Behind the Scenes,#event,186,140,38,3,7076
2027-04-16,Instagram,Image,Customer Testimonial,#news,600,52,52,27,7525
2027-04-17,Facebook,Text,Product Update,#news,585,139,96,49,5280
2027-04-18,LinkedIn,Video,Event Promo,#launch,100,194,60,30,5893
2027-04-19,Facebook,Text,Tutorial,#tutorial,393,49,78,14,1445
2027-04-20,LinkedIn,Story,Industry News,#event,752,96,49,24,7028
2027-04-21,Instagram,Link,Event Promo,#event,998,82,49,21,3810
2027-04-22,LinkedIn,Video,Product Update,#behindthescenes,542,94,71,41,4915
2027-04-23,LinkedIn,Text,Behind the Scenes,#behindthescenes,274,68,23,22,3915
2027-04-24,YouTube,Video,Industry News,#launch,792,123,62,17,2281
2027-04-25,YouTube,Video,Event Promo,#event,935,73,55,36,7593
2027-04-26,LinkedIn,Video,Customer Testimonial,#news,271,118,24,29,7796
2027-04-27,Twitter,Video,Industry News,#update,399,144,16,9,2683